"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Gebäude 01-Dachfläche Süd: Sonnenhöhe ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die geneigte Fläche ";"Gebäude 01-Dachfläche Süd: Modultemperatur ";"Strom (AC) Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)  ";"Leerlaufspannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"MPP-Spannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Eigenverbrauch ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"Gebäude 01-Dachfläche Süd: Globalstrahlung horizontal ";"Gebäude 01-Dachfläche Süd: Verluste durch Abweichung vom Standardspektrum ";"Gebäude 01-Dachfläche Süd: Verluste durch Bodenreflexion (Albedo) ";"Gebäude 01-Dachfläche Süd: Gewinne durch Ausrichtung und Neigung der Modulebene ";"Gebäude 01-Dachfläche Süd: Verluste durch Abschattung ";"Gebäude 01-Dachfläche Süd: Reflexion an Moduloberfläche ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die Modul-Rückseite ";"Gebäude 01-Dachfläche Süd: Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Globalstrahlung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Bifazialität ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Verschmutzung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch STC Konversion (Modul-Nennwirkungsgrad) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Nennenergie ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Modulspezifische Teilabschattung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Schwachlichtverhalten ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung von der Nenn-Modultemperatur ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Dioden ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Herstellerangaben) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) *";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Unterschreitung der DC-Startleistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen MPP-Spannungsbereich ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Strom ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Leistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. AC-Leistung/cos phi ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch MPP Anpassung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Energie am WR-Eingang ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung der Eingangs- von der Nennspannung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch DC/AC-Wandlung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eigenverbrauch (Standby oder Nacht) ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Kabelverluste Gesamt ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: PV-Energie (AC) abzgl. Standby-Verbrauch ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eingespeiste Energie ";
26.04. 12:00;0,45171;0,37755;13,2;52,466;0,45024;25,45;19,503;1440;761,97;4,4695;0;0,016226;0;0,016226;0,45171;-0,0045171;0,0080874;-0,0050375;0;0;0;0,45024;0,45171;-0,0045171;0,0080874;-0,0050375;0;0;0;0,45024;21,101;0;0;-16,562;4,5388;0,068669;0;-0,0061858;0;0;0;-0,023006;4,5782;0;0;0;0;0;0;4,5782;21,101;0;0;-16,562;4,5388;0;0,068669;-0,0061858;0;0;0;-0,023006;4,5782;0;0;0;0;0;0;4,5782;4,5782;0;-0,092537;0;0;4,4857;4,4857;4,5782;0;-0,092537;0;0;4,4857;4,4857;
26.04. 13:00;0,53239;0,37975;13,82;50,524;0,56314;28,77;24,133;1440;753,7;5,3874;0;0,16325;0;0,16325;0,53239;-0,0053239;0,0095319;0,026545;0;0;0;0,56314;0,53239;-0,0053239;0,0095319;0,026545;0;0;0;0,56314;26,392;0;0;-20,715;5,6769;0,082742;0;-0,06521;0;0;0;-0,028472;5,6659;0;0;0;0;0;0;5,6659;26,392;0;0;-20,715;5,6769;0;0,082742;-0,06521;0;0;0;-0,028472;5,6659;0;0;0;0;0;0;5,6659;5,6659;0;-0,11524;0;0;5,5507;5,5507;5,6659;0;-0,11524;0;0;5,5507;5,5507;
26.04. 14:00;0,39398;0,3312;13,94;45,263;0,38908;24,75;16,868;1440;762,5;3,8633;0;0,016226;0;0,016226;0,39398;-0,0039398;0,0070538;-0,0080106;0;0;0;0,38908;0,39398;-0,0039398;0,0070538;-0,0080106;0;0;0;0,38908;18,235;0;0;-14,313;3,9222;0,055053;0;0,0029969;0;0;0;-0,019901;3,9604;0;0;0;0;0;0;3,9604;18,235;0;0;-14,313;3,9222;0;0,055053;0,0029969;0;0;0;-0,019901;3,9604;0;0;0;0;0;0;3,9604;3,9604;0;-0,080802;0;0;3,8796;3,8796;3,9604;0;-0,080802;0;0;3,8796;3,8796;
26.04. 15:00;0,31628;0,27271;13,83;37,772;0,30632;22,29;13,327;1440;765,61;3,0491;0;0,016102;0;0,016102;0,31628;-0,0031628;0,0056627;-0,012461;0;0;0;0,30632;0,31628;-0,0031628;0,0056627;-0,012461;0;0;0;0,30632;14,356;0;0;-11,268;3,0879;0,03229;0;0,025401;0;0;0;-0,015728;3,1299;0;0;0;0;0;0;3,1299;14,356;0;0;-11,268;3,0879;0;0,03229;0,025401;0;0;0;-0,015728;3,1299;0;0;0;0;0;0;3,1299;3,1299;0;-0,064658;0;0;3,0652;3,0652;3,1299;0;-0,064658;0;0;3,0652;3,0652;
26.04. 16:00;0,15938;0,15335;13,14;29,019;0,14745;17,48;6,2849;1440;758,48;1,4293;0;0,016252;0;0,016252;0,15938;-0,0015938;0,0028535;-0,013193;0;0;0;0,14745;0,15938;-0,0015938;0,0028535;-0,013193;0;0;0;0,14745;6,9102;0;0;-5,4239;1,4864;-0,021011;0;0,033044;0;0;0;-0,007492;1,4909;0;0;0;0;0;0;1,4909;6,9102;0;0;-5,4239;1,4864;0;-0,021011;0,033044;0;0;0;-0,007492;1,4909;0;0;0;0;0;0;1,4909;1,4909;0;-0,045371;0;0;1,4455;1,4455;1,4909;0;-0,045371;0;0;1,4455;1,4455;
26.04. 17:00;0,1075;0,10311;12,38;19,68;0,098698;15,22;4,0206;1440;749,83;0,90857;0;0,016174;0;0,016174;0,1075;-0,001075;0,0019247;-0,0096512;0;0;0;0,098698;0,1075;-0,001075;0,0019247;-0,0096512;0;0;0;0,098698;4,6256;0;0;-3,6307;0,99495;-0,035603;0;0,028159;0;0;0;-0,0049375;0,98257;0;-0,020044;0;0;0;0;0,96252;4,6256;0;0;-3,6307;0,99495;0;-0,035603;0,028159;0;0;0;-0,0049375;0,98257;0;-0,020044;0;0;0;0;0,96252;0,96252;0;-0,037776;0;0;0,92475;0,92475;0,96252;0;-0,037776;0;0;0,92475;0,92475;
26.04. 18:00;0,05379;0,05128;11,55;10,232;0,047913;13,01;1,5219;1440;723,19;0;0,95191;1,302;0;0,35005;0,05379;-0,0005379;0,00096305;-0,0063021;0;0;0;0,047913;0,05379;-0,0005379;0,00096305;-0,0063021;0;0;0;0,047913;2,2455;0;0;-1,7625;0,483;-0,044624;0;0,015768;0;0;0;-0,0022707;0,45187;0;-0,014187;0;0;0;0;0,43768;2,2455;0;0;-1,7625;0,483;0;-0,044624;0,015768;0;0;0;-0,0022707;0,45187;0;-0,014187;0;0;0;0;0,43768;0,43768;0;-0,087635;0;0;0,35005;0,35005;0,43768;0;-0,087635;0;0;0,35005;0,35005;
26.04. 19:00;0,00165;0,0016335;10,67;1,0616;0,0015153;10,87;-0,01087;0;0;0;0,89135;0,88885;0;0;0,00165;-1,65E-05;2,9542E-05;-0,00014771;0;0;0;0,0015153;0,00165;-1,65E-05;2,9542E-05;-0,00014771;0;0;0;0,0015153;0,071018;0;0;-0,055742;0,015276;-0,015276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071018;0;0;-0,055742;0,015276;0;-0,015276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
26.04. 20:00;0;0;10,07;-7,4519;0;10,13;-0,01087;0;0;0;0,3479;0,3454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
26.04. 21:00;0;0;9,48;-14,888;0;9,53;-0,01087;0;0;0;0,53798;0,53548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
26.04. 22:00;0;0;8,88;-20,764;0;8,93;-0,01087;0;0;0;0,29982;0,29732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
26.04. 23:00;0;0;8,29;-24,57;0;8,33;-0,01087;0;0;0;0,1676;0,1651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 00:00;0;0;8,08;-25,565;0;8,1;-0,01087;0;0;0;0,018781;0,016281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 01:00;0;0;7,86;-24,228;0;7,88;-0,01087;0;0;0;0,018799;0,016299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 02:00;0;0;7,75;-20,414;0;7,76;-0,01087;0;0;0;0,018643;0,016143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 03:00;0;0;7,63;-14,538;0;7,64;-0,01087;0;0;0;0,018632;0,016132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 04:00;0;0;7,55;-7,1065;0;7,55;-0,01087;0;0;0;0,17067;0,16817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 05:00;0,00686;0,0067914;7,75;1,4016;0,0063001;7,89;0,010324;1440;559,71;0;0,013832;0,016207;0;0,0023746;0,00686;-6,86E-05;0,00012282;-0,00061411;0;0;0;0,0063001;0,00686;-6,86E-05;0,00012282;-0,00061411;0;0;0;0,0063001;0,29526;0;0;-0,23175;0,063509;-0,027459;0;0,00185;0;0;0;-0,0001895;0,037711;0;-0,001662;0;0;0;0;0,036049;0,29526;0;0;-0,23175;0,063509;0;-0,027459;0,00185;0;0;0;-0,0001895;0,037711;0;-0,001662;0;0;0;0;0,036049;0,036049;0;-0,033674;0;0;0,0023746;0,0023746;0,036049;0;-0,033674;0;0;0,0023746;0,0023746;
27.04. 06:00;0,12958;0,057904;9,57;10,568;0,065695;11,1;2,56;1440;744,04;0,38779;0;0,20102;0;0,20102;0,12958;-0,0012958;0,00232;-0,064909;0;0;0;0,065695;0,12958;-0,0012958;0,00232;-0,064909;0;0;0;0,065695;3,0789;0;0;-2,4166;0,66225;-0,042111;0;0,025856;0;0;0;-0,00323;0,64277;0;-0,01729;0;0;0;0;0,62548;3,0789;0;0;-2,4166;0,66225;0;-0,042111;0,025856;0;0;0;-0,00323;0,64277;0;-0,01729;0;0;0;0;0,62548;0,62548;0;-0,036671;0;0;0,58881;0,58881;0,62548;0;-0,036671;0;0;0,58881;0,58881;
27.04. 07:00;0,19921;0,14921;10,85;20,016;0,18219;15,44;7,9257;1440;771,4;1,4565;0;0,36637;0;0,36637;0,19921;-0,0019921;0,0035666;-0,018599;0;0;0;0,18219;0,19921;-0,0019921;0,0035666;-0,018599;0;0;0;0,18219;8,5383;0;0;-6,7017;1,8366;-0,0078283;0;0,052439;0;0;0;-0,0094058;1,8718;0;0;0;0;0;0;1,8718;8,5383;0;0;-6,7017;1,8366;0;-0,0078283;0,052439;0;0;0;-0,0094058;1,8718;0;0;0;0;0;0;1,8718;1,8718;0;-0,048841;0;0;1,8229;1,8229;1,8718;0;-0,048841;0;0;1,8229;1,8229;
27.04. 08:00;0,26841;0,2199;12,01;29,357;0,25836;18,74;11,303;1440;771,86;2,2948;0;0,30492;0;0,30492;0,26841;-0,0026841;0,0048056;-0,01217;0;0;0;0,25836;0,26841;-0,0026841;0,0048056;-0,01217;0;0;0;0,25836;12,108;0;0;-9,5039;2,6045;0,018011;0;0,049272;0;0;0;-0,013359;2,6584;0;0;0;0;0;0;2,6584;12,108;0;0;-9,5039;2,6045;0;0,018011;0,049272;0;0;0;-0,013359;2,6584;0;0;0;0;0;0;2,6584;2,6584;0;-0,058629;0;0;2,5998;2,5998;2,6584;0;-0,058629;0;0;2,5998;2,5998;
27.04. 09:00;0,41033;0,2936;13,54;38,116;0,42104;24,48;18,284;1440;764,08;3,5526;0;0,65276;0;0,65276;0,41033;-0,0041033;0,0073465;0,0074673;0;0;0;0,42104;0,41033;-0,0041033;0,0073465;0,0074673;0;0;0;0,42104;19,732;0;0;-15,488;4,2444;0,06296;0;0,0067799;0;0;0;-0,021571;4,2925;0;0;0;0;0;0;4,2925;19,732;0;0;-15,488;4,2444;0;0,06296;0,0067799;0;0;0;-0,021571;4,2925;0;0;0;0;0;0;4,2925;4,2925;0;-0,08714;0;0;4,2054;4,2054;4,2925;0;-0,08714;0;0;4,2054;4,2054;
27.04. 10:00;0,51322;0,34283;15,07;45,613;0,54731;29,47;23,41;1440;751,82;4,3205;0;1,0638;0;1,0638;0,51322;-0,0051322;0,0091887;0,030036;0;0;0;0,54731;0,51322;-0,0051322;0,0091887;0,030036;0;0;0;0,54731;25,65;0;0;-20,133;5,5173;0,081004;0;-0,075084;0;0;0;-0,027616;5,4956;0;0;0;0;0;0;5,4956;25,65;0;0;-20,133;5,5173;0;0,081004;-0,075084;0;0;0;-0,027616;5,4956;0;0;0;0;0;0;5,4956;5,4956;0;-0,11128;0;0;5,3843;5,3843;5,4956;0;-0,11128;0;0;5,3843;5,3843;
27.04. 11:00;0,52299;0,38242;16,2;50,872;0,54751;30,88;23,224;1440;748,02;1,8499;0;3,4917;0;3,4917;0,52299;-0,0052299;0,0093636;0,020385;0;0;0;0,54751;0,52299;-0,0052299;0,0093636;0,020385;0;0;0;0,54751;25,66;0;0;-20,14;5,5193;0,080305;0;-0,098721;0;0;0;-0,027504;5,4733;0;-0,021543;0;0;0;0;5,4518;25,66;0;0;-20,14;5,5193;0;0,080305;-0,098721;0;0;0;-0,027504;5,4733;0;-0,021543;0;0;0;0;5,4518;5,4518;0;-0,11027;0;0;5,3415;5,3415;5,4518;0;-0,11027;0;0;5,3415;5,3415;
27.04. 12:00;0,47385;0,3856;16,83;52,788;0,47723;29,8;20,397;1440;750,5;2,8525;0;1,8389;0;1,8389;0,47385;-0,0047385;0,0084838;-0,00036821;0;0;0;0,47723;0,47385;-0,0047385;0,0084838;-0,00036821;0;0;0;0,47723;22,366;0;0;-17,555;4,8108;0,071329;0;-0,070252;0;0;0;-0,024059;4,7878;0;0;0;0;0;0;4,7878;22,366;0;0;-17,555;4,8108;0;0,071329;-0,070252;0;0;0;-0,024059;4,7878;0;0;0;0;0;0;4,7878;4,7878;0;-0,096464;0;0;4,6913;4,6913;4,7878;0;-0,096464;0;0;4,6913;4,6913;
27.04. 13:00;0,44072;0,36796;17,21;50,826;0,43827;29,1;18,764;1440;751,81;3,2148;0;1,1009;0;1,1009;0,44072;-0,0044072;0,0078906;-0,0059321;0;0;0;0,43827;0,44072;-0,0044072;0,0078906;-0,0059321;0;0;0;0,43827;20,54;0;0;-16,122;4,4181;0,064201;0;-0,05508;0;0;0;-0,022136;4,4051;0;0;0;0;0;0;4,4051;20,54;0;0;-16,122;4,4181;0;0,064201;-0,05508;0;0;0;-0,022136;4,4051;0;0;0;0;0;0;4,4051;4,4051;0;-0,089272;0;0;4,3158;4,3158;4,4051;0;-0,089272;0;0;4,3158;4,3158;
27.04. 14:00;0,49504;0,34577;17,68;45,534;0,52111;31,56;22,061;1440;746,08;2,822;0;2,2521;0;2,2521;0,49504;-0,0049504;0,0088632;0,022161;0;0;0;0,52111;0,49504;-0,0049504;0,0088632;0,022161;0;0;0;0,52111;24,422;0;0;-19,169;5,2532;0,076975;0;-0,10496;0;0;0;-0,026126;5,1991;0;-0,021036;0;0;0;0;5,178;24,422;0;0;-19,169;5,2532;0;0,076975;-0,10496;0;0;0;-0,026126;5,1991;0;-0,021036;0;0;0;0;5,178;5,178;0;-0,10397;0;0;5,0741;5,0741;5,178;0;-0,10397;0;0;5,0741;5,0741;
27.04. 15:00;0,37582;0,29179;17,74;38,017;0,37652;28,16;16,141;1440;752,73;3,555;0;0,15744;0;0,15744;0,37582;-0,0037582;0,0067287;-0,0022667;0;0;0;0,37652;0,37582;-0,0037582;0,0067287;-0,0022667;0;0;0;0,37652;17,646;0;0;-13,851;3,7956;0,049841;0;-0,036486;0;0;0;-0,019045;3,7899;0;0;0;0;0;0;3,7899;17,646;0;0;-13,851;3,7956;0;0,049841;-0,036486;0;0;0;-0,019045;3,7899;0;0;0;0;0;0;3,7899;3,7899;0;-0,077523;0;0;3,7124;3,7124;3,7899;0;-0,077523;0;0;3,7124;3,7124;
27.04. 16:00;0,19389;0,18072;17,11;29,248;0,18079;22,42;7,6842;1440;751,71;1,0677;0;0,69963;0;0,69963;0,19389;-0,0019389;0,0034714;-0,014632;0;0;0;0,18079;0,19389;-0,0019389;0,0034714;-0,014632;0;0;0;0,18079;8,4729;0;0;-6,6504;1,8225;-0,011455;0;0,013995;0;0;0;-0,0091252;1,8159;0;0;0;0;0;0;1,8159;8,4729;0;0;-6,6504;1,8225;0;-0,011455;0,013995;0;0;0;-0,0091252;1,8159;0;0;0;0;0;0;1,8159;1,8159;0;-0,048539;0;0;1,7674;1,7674;1,8159;0;-0,048539;0;0;1,7674;1,7674;
27.04. 17:00;0,15567;0,13624;16,44;19,902;0,1426;20,44;5,9135;1440;749;0,45481;0;0,90529;0;0,90529;0,15567;-0,0015567;0,0027871;-0,014301;0;0;0;0,1426;0,15567;-0,0015567;0,0027871;-0,014301;0;0;0;0,1426;6,6831;0;0;-5,2456;1,4375;-0,023851;0;0,019339;0;0;0;-0,0071649;1,4258;0;-0,021599;0;0;0;0;1,4042;6,6831;0;0;-5,2456;1,4375;0;-0,023851;0,019339;0;0;0;-0,0071649;1,4258;0;-0,021599;0;0;0;0;1,4042;1,4042;0;-0,044119;0;0;1,3601;1,3601;1,4042;0;-0,044119;0;0;1,3601;1,3601;
27.04. 18:00;0,08581;0,070188;15,61;10,455;0,066667;17,62;2,5451;1440;726,67;0;0,87522;1,4606;0;0,58537;0,08581;-0,0008581;0,0015363;-0,019821;0;0;0;0,066667;0,08581;-0,0008581;0,0015363;-0,019821;0;0;0;0,066667;3,1244;0;0;-2,4524;0,67205;-0,043544;0;0,01391;0;0;0;-0,0032121;0,6392;0;-0,017238;0;0;0;0;0,62197;3,1244;0;0;-2,4524;0,67205;0;-0,043544;0,01391;0;0;0;-0,0032121;0,6392;0;-0,017238;0;0;0;0;0,62197;0,62197;0;-0,036591;0;0;0,58537;0,58537;0,62197;0;-0,036591;0;0;0,58537;0,58537;
27.04. 19:00;0,00613;0,0060687;14,58;1,2946;0,0056297;14,93;0,007102;1440;529,36;0;1,1145;1,1161;0;0,0016334;0,00613;-6,13E-05;0,00010975;-0,00054876;0;0;0;0,0056297;0,00613;-6,13E-05;0,00010975;-0,00054876;0;0;0;0,0056297;0,26384;0;0;-0,20709;0,056751;-0,026232;0;0,00092154;0;0;0;-0,0001572;0,031283;0;-0,0013849;0;0;0;0;0,029898;0,26384;0;0;-0,20709;0,056751;0;-0,026232;0,00092154;0;0;0;-0,0001572;0,031283;0;-0,0013849;0;0;0;0;0,029898;0,029898;0;-0,028265;0;0;0,0016334;0,0016334;0,029898;0;-0,028265;0;0;0,0016334;0,0016334;
27.04. 20:00;0;0;13,26;-7,2031;0;13,38;-0,01087;0;0;0;0,43539;0,43289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 21:00;0;0;11,94;-14,619;0;12,04;-0,01087;0;0;0;1,0351;1,0326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 22:00;0;0;10,63;-20,473;0;10,73;-0,01087;0;0;0;0,41083;0,40833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
27.04. 23:00;0;0;9,31;-24,259;0;9,41;-0,01087;0;0;0;0,018891;0,016391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
28.04. 00:00;0;0;8,05;-25,246;0;8,15;-0,01087;0;0;0;0,16712;0,16462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
28.04. 01:00;0;0;6,7;-23,908;0;6,8;-0,01087;0;0;0;0,018805;0,016305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
28.04. 02:00;0;0;5,94;-20,102;0;6;-0,01087;0;0;0;0,018666;0,016166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
28.04. 03:00;0;0;5,17;-14,239;0;5,23;-0,01087;0;0;0;0,018705;0,016205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
